product_id,product_type,product_name,price,scrap_datetime,style_id,color_id,color_name,fit,model_height,model_size,cotton,rayon,lyocell,polyester,spandex,elastomultiester
1153662002,men_trousers_joggers,hybrid_regular_tapered_joggers,44.99,2023-02-25 21:33:37,1153662,002,black,regular_fit,187,,0.79,0.0,0.0,0.2,0.01,0.0
1153662003,men_trousers_joggers,hybrid_regular_tapered_joggers,44.99,2023-02-25 21:33:37,1153662,003,white,regular_fit,188,,0.78,0.0,0.0,0.2,0.02,0.0
1153662004,men_trousers_joggers,hybrid_regular_tapered_joggers,44.99,2023-02-25 21:33:37,1153662,004,light_denim_blue,regular_fit,187,,0.77,0.0,0.0,0.21,0.02,0.0
1096385001,men_jeans_loose,loose_jeans,29.99,2023-02-25 21:33:37,1096385,001,black,loose_fit,183,31/32,1.0,0.0,0.0,0.0,0.0,0.0
1096385002,men_jeans_loose,loose_jeans,29.99,2023-02-25 21:33:37,1096385,002,dark_denim_blue,loose_fit,,,1.0,0.0,0.0,0.0,0.0,0.0
1013317001,men_jeans_joggers,hybrid_regular_tapered_joggers,39.99,2023-02-25 21:33:37,1013317,001,light_denim_blue,regular_fit,,,0.77,0.0,0.0,0.21,0.02,0.0
1013317002,men_jeans_joggers,hybrid_regular_tapered_joggers,39.99,2023-02-25 21:33:37,1013317,002,denim_blue,regular_fit,,,0.78,0.0,0.0,0.21,0.01,0.0
1013317003,men_jeans_joggers,hybrid_regular_tapered_joggers,39.99,2023-02-25 21:33:37,1013317,003,dark_denim_blue,regular_fit,183,,0.77,0.0,0.0,0.21,0.02,0.0
1013317004,men_jeans_joggers,hybrid_regular_tapered_joggers,39.99,2023-02-25 21:33:37,1013317,004,black,regular_fit,187,,0.78,0.0,0.0,0.21,0.01,0.0
1013317005,men_jeans_joggers,hybrid_regular_tapered_joggers,39.99,2023-02-25 21:33:37,1013317,005,dark_gray,regular_fit,185,,0.79,0.0,0.0,0.19,0.02,0.0
1013317006,men_jeans_joggers,hybrid_regular_tapered_joggers,39.99,2023-02-25 21:33:37,1013317,006,black,regular_fit,185,,0.79,0.0,0.0,0.2,0.01,0.0
1013317008,men_jeans_joggers,hybrid_regular_tapered_joggers,39.99,2023-02-25 21:33:37,1013317,008,dark_blue,regular_fit,,,0.77,0.0,0.0,0.21,0.02,0.0
1013317010,men_jeans_joggers,hybrid_regular_tapered_joggers,39.99,2023-02-25 21:33:37,1013317,010,black,regular_fit,,,0.8,0.0,0.0,0.19,0.01,0.0
1013317012,men_jeans_joggers,hybrid_regular_tapered_joggers,39.99,2023-02-25 21:33:37,1013317,012,light_denim_blue,regular_fit,,,0.78,0.0,0.0,0.21,0.01,0.0
1153653001,men_trousers_joggers,relaxed_denim_joggers,34.99,2023-02-25 21:33:37,1153653,001,denim_blue,relaxed_fit,187,,1.0,0.0,0.0,0.0,0.0,0.0
1153653002,men_trousers_joggers,relaxed_denim_joggers,34.99,2023-02-25 21:33:37,1153653,002,gray_denim,relaxed_fit,186,,1.0,0.0,0.0,0.0,0.0,0.0
1153653003,men_trousers_joggers,relaxed_denim_joggers,34.99,2023-02-25 21:33:37,1153653,003,light_denim_blue,relaxed_fit,187,,1.0,0.0,0.0,0.0,0.0,0.0
1100162002,men_jeans_regular,essentials_no_2:_the_jeans,39.99,2023-02-25 21:33:37,1100162,002,denim_blue,regular_fit,189,31/32,0.99,0.0,0.0,0.65,0.01,0.0
1100162003,men_jeans_regular,essentials_no_2:_the_jeans,39.99,2023-02-25 21:33:37,1100162,003,denim_gray,regular_fit,187,31/32,0.99,0.0,0.0,0.65,0.01,0.0
1100162004,men_jeans_regular,essentials_no_2:_the_jeans,39.99,2023-02-25 21:33:37,1100162,004,white,regular_fit,,,1.0,0.0,0.0,0.0,0.01,0.0
